FID,ponto,id_bem,identificacao_bem,co_iphan,no_logradouro,nu_logradouro,id_natureza,ds_natureza,codigo_iphan,id_classificacao,ds_classificacao,id_tipo_bem,ds_tipo_bem,sg_tipo_bem,sintese_bem,dt_cadastro
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-212f,POINT (-42.05539670209095 -22.237671222593846),1432,Estação Ferroviária de Glicério,RJ3302403BIED00001,RJ-162,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Glicério, localizado(a) no estado de Rio de Janeiro, cidade(s) de Macaé, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-2129,POINT (-35.1788597555088 -7.8932918713924725),1578,Estação de Paudalho,PE2610608BIED00002,de Santa Teresa,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação de Paudalho, localizado(a) no estado de Pernambuco, cidade(s) de Paudalho, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-2128,POINT (-50.460607535554296 -25.37284695475087),2549,"Parte 2  da Edificação em madeira com 182,50 m², localizada no Pátio da Estação de Teixeira Soares",PR4127007BIED00002,XV de Novembro,69,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Parte 2  da Edificação em madeira com 182,50 m², localizada no Pátio da Estação de Teixeira Soares, localizado(a) no estado de Paraná, cidade(s) de Teixeira Soares, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-211f,POINT (-35.178918764106974 -7.893403456832739),2427,"Fração do Pátio Ferroviário de Paudalho(2.000 m², entorno a estação)",PE2610608BIED00004,de Santa Teresa,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Fração do Pátio (2.000 m², entorno a estação), localizado(a) no estado de Pernambuco, cidade(s) de Paudalho, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-07
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-210b,POINT (-44.24798655899339 -19.197723819958707),1532,Estação Ferroviária de Araçaí,MG3103207BIED00001,Pinheiro Alves,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Araçaí, localizado(a) no estado de Minas Gerais, cidade(s) de Araçaí, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-2104,POINT (-50.460645086480646 -25.372876036494038),2548,"Parte 1 da Edificação em madeira com 182,50 m², localizada no Pátio da Estação de Teixeira Soares",PR4127007BIED00001,XV de Novembro,69,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Parte 1 da Edificação em madeira com 182,50 m², localizada no Pátio da Estação de Teixeira Soares, localizado(a) no estado de Paraná, cidade(s) de Teixeira Soares, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-20ed,POINT (-50.46066117973429 -25.37290996518919),2550,"Parte de área de terreno com 10.933,00 m²",PR4127007BIED00003,XV de Novembro,69,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Parte de área de terreno com 10.933,00 m², localizado(a) no estado de Paraná, cidade(s) de Teixeira Soares, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-20cb,POINT (-43.887942638230136 -4.453342555431204),1369,Estação de Passageiros de Codó,MA2103307BIED00001,1º de Março,1995,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação de Passageiros de Codó, localizado(a) no estado de Maranhão, cidade(s) de Codó, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-20c9,POINT (-44.96602076207435 -22.390112108679176),1427,Estação Ferroviária de Passa Quatro,MG3147600BIED00001,Paulo Frontin,80,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Passa Quatro, localizado(a) no estado de Minas Gerais, cidade(s) de Passa Quatro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1fcb,POINT (-40.55804729079025 -3.3160019522114816),1383,Estação Ferroviária de Uruoca,CE2313906BIED00002,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Uruoca, localizado(a) no estado de Ceará, cidade(s) de Uruoca, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1fc0,POINT (-39.301908158338215 -7.309782079572179),1313,Edificação da Estação Ferroviária de Barbalha,CE2301901BIED00001,Treze,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Edificação da Estação Ferroviária de Barbalha, localizado(a) no estado de Ceará, cidade(s) de Barbalha, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1f5e,POINT (-37.6280817311588 -11.144765277760442),1496,Caixa d'Água,SE2800670BIED00004,Monsenhor Olímpio Campos,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Caixa d'Água, localizado(a) no estado de Sergipe, cidade(s) de Boquim, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1eb7,POINT (-38.63652140211901 -4.040489241234605),1594,Estação Ferroviária da sede do Município de Guaiúba,CE2304954BIED00001,Rodolfo Teófilo,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária da sede do Município de Guaiúba, localizado(a) no estado de Ceará, cidade(s) de Guaiúba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1e77,POINT (-47.45283858558673 -19.535636540294337),1416,Prédio da Estação de Zelandia,MG3157708BIED00001,PROFESSOR ORESTES,314,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Prédio da Estação de Zelandia, localizado(a) no estado de Minas Gerais, cidade(s) de Santa Juliana, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1e0c,POINT (-44.605374564535204 -20.07421612633969),1411,Estação Ferroviária de Santanense,MG3133808BIED00001,Albino Santos,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Santanense, localizado(a) no estado de Minas Gerais, cidade(s) de Itaúna, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1dc6,POINT (-39.456478973940925 -6.099543121137572),1595,Estação Acopiara,CE2300309BIED00001,do Trilho,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Acopiara, localizado(a) no estado de Ceará, cidade(s) de Acopiara, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1d2d,POINT (-37.06673561688449 -10.908042482293157),1479,Galpão Torneiros,SE2800308BIED00005,Augusto Franco,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Galpão Torneiros, localizado(a) no estado de Sergipe, cidade(s) de Aracaju, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1d2a,POINT (-45.00131366734054 -22.502898898378223),2522,Faixa de terreno do Pátio da Estação Ferroviária de Perequê,SP3513405BIED00005,Capitão Neco,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Faixa de terreno do Pátio da Estação Ferroviária de Perequê, localizado(a) no estado de São Paulo, cidade(s) de Cruzeiro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1d24,POINT (-37.06619917508187 -10.907868654921552),2521,Galpão Ferraria,SE2800308BIED00009,Augusto Franco,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Galpão Ferraria , localizado(a) no estado de Sergipe, cidade(s) de Aracaju, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1d05,POINT (-47.47540581870151 -19.958379781283647),1408,Estação Ferroviária de Cipó,MG3156908BIED00002,de Cipó,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Cipó, localizado(a) no estado de Minas Gerais, cidade(s) de Sacramento, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1cc8,POINT (-40.811831681507556 -20.556795590542382),1320,Ponte metálica,ES3200300BIED00002,da Estação de Matilde,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Ponte metálica, localizado(a) no estado de Espírito Santo, cidade(s) de Alfredo Chaves, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1cc7,POINT (-34.870335743957575 -8.05486423304272),1592,Estação Ferroviária do Brum,PE2611606BIED00023,Militar,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Possui planta retangular e alvenarias portantes com revestimento em reboco e tinta. Tem cobertura com telha canal e estrutura em tesouras metálicas atirantadas com cabos de aço em quatro águas no corpo central, três águas nas partes laterais, além de laje plana nos volumes localizados nas extremidades e nos terraços em “L” que percorrem exteriormente as partes laterais. Fachadas com vãos em arcos abatidos com portas em detalhes almofadados e bandeiras em vidro. No interior o piso é cerâmico.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1c70,POINT (-48.200185245481876 -17.462628996533827),1330,Estação Ferroviária de Urutaí,GO5221809BIED00001,José C Nascente,62,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Urutaí, localizado(a) no estado de Goiás, cidade(s) de Urutaí, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1c68,POINT (-43.93396649328107 -19.913409600204435),1398,Casa do Conde de Santa Marinha,MG3106200BIED00007,Januária,130,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa do Conde de Santa Marinha, localizado(a) no estado de Minas Gerais, cidade(s) de Belo Horizonte, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1c67,POINT (-37.06629573460819 -10.907852852429443),1476,Galpão Recuperação,SE2800308BIED00004,Augusto Franco,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Galpão Recuperação, localizado(a) no estado de Sergipe, cidade(s) de Aracaju, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1c60,POINT (-43.93376264539566 -19.913979534013137),1396,Escritório da Oficina RCV,MG3106200BIED00006,Januária,130,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Escritório da Oficina RCV, localizado(a) no estado de Minas Gerais, cidade(s) de Belo Horizonte, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1b51,POINT (-40.34410924977601 -20.327007670732463),1317,Terreno em Argolas,ES3205200BIED00003,Anésio José Simões,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno em Argolas, localizado(a) no estado de Espírito Santo, cidade(s) de Vila Velha, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1b26,POINT (-43.93273199524178 -19.915804206992743),2604,Posto de abastecimento,MG3106200BIED00011,Januária,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Posto de abastecimento, localizado(a) no estado de Minas Gerais, cidade(s) de Belo Horizonte, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1af1,POINT (-44.34409216393868 -19.950795398848257),1394,Estação Ferroviária de Juatuba,MG3136652BIED00001,José S. D. Resende,51,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Juatuba, localizado(a) no estado de Minas Gerais, cidade(s) de Juatuba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1a74,POINT (-35.20008629166245 -5.7751291819622415),1713,Antiga Rotunda,RN2408102BIED00007,das Donzelas,151 - 195,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Rotunda, localizado(a) no estado de Rio Grande do Norte, cidade(s) de Natal, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-11-10
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1a3e,POINT (-40.56657989936727 -4.707484330786414),1599,Estação Ferroviária de Nova Russas,CE2309300BIED00001,Artur P. da Silva,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Novas Russas, localizado(a) no estado de Ceará, cidade(s) de Nova Russas, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1a38,POINT (-44.25081749349191 -2.9396592824821046),1334,Edificação denominada Carpintaria da Estação de Rosário.,MA2109601BIED00001,Urbano Santos,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Edificação denominada Carpintaria da Estação de Rosário., localizado(a) no estado de Maranhão, cidade(s) de Rosário, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1a1f,POINT (-44.24858892530707 -2.94189673586888),1763,Terreno comercial,MA2109601BIED00006,Avenida Tiradentes,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno comercial, localizado(a) no estado de Maranhão, cidade(s) de Rosário, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2016-01-27
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1a0c,POINT (-40.56651552634913 -4.707756993160266),1600,Armazém,CE2309300BIED00002,Artur P. da Silva,s/n,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém, localizado(a) no estado de Ceará, cidade(s) de Nova Russas, é um Bem Imóvel, do tipo Edificação, com estado de conservação Ruim e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1a01,POINT (-44.05462099073751 -21.129333161376717),1367,Estação Ferroviária de Prados,MG3152709BIED00003,José Café,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Prados, localizado(a) no estado de Minas Gerais, cidade(s) de Prados, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-19e1,POINT (-40.92457425135685 -5.0504377090081185),1593,Estação Ferroviária do Distrito de Ibiapaba,CE2304103BIED00004,do Trilho,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária do Distrito de Ibiapaba, localizado(a) no estado de Ceará, cidade(s) de Crateús, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-19cd,POINT (-40.92434425193517 -5.050602024415724),2358,Casa do Agente,CE2304103BIED00007,Presidente Castelo Branco,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa do Agente , localizado(a) no estado de Ceará, cidade(s) de Crateús, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-02-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-19c2,POINT (-49.25950444797988 -25.437141843464374),1381,"Área de terreno com 19.579,02 m² localizada entre a Rua Conselheiro Laurindo e Viaduto Colorado;",PR4106902BIED00003,Colorado,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Área de terreno com 12.465,28 m² localizada entre a Rua Conselheiro Laurindo e Viaduto Colorado;, localizado(a) no estado de Paraná, cidade(s) de Curitiba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-19a7,POINT (-38.9680822835686 -12.602259145731953),1421,Estação Ferroviária de Cachoeira,BA2904902BIED00025,Dr. Manuel Vitorino,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Cachoeira, localizado(a) no estado de Bahia, cidade(s) de Cachoeira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-18e4,POINT (-35.014490555520936 -8.111218118796184),1568,Escritório da Oficina de Jaboatão dos Guararapes,PE2607901BIED00003,Barreto de Menezes,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Escritório da Oficina de Jaboatão dos Guararapes, localizado(a) no estado de Pernambuco, cidade(s) de Jaboatão dos Guararapes, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1814,POINT (-44.04346952532273 -19.623205945302214),1386,Estação Ferroviária de Pedro Leopoldo,MG3149309BIED00001,Dr. Rocha,910 - 1064,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Pedro Leopoldo, localizado(a) no estado de Minas Gerais, cidade(s) de Pedro Leopoldo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-180b,POINT (-48.833683129271854 -25.479283048370174),2605,"Área de terreno com 495,00 m² - Estação Morretes",PR4116208BIED00002,Padre Sabiniano,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Área de terreno com 495,00 m², localizado(a) no estado de Paraná, cidade(s) de Morretes, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-178a,POINT (-44.2542 -21.132409999999997),1471,Complexo Ferroviário -Pátio da Estação Ferroviária,MG3162500BIED00010,Hermílio Alves,366,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Complexo Ferroviário -Pátio da Estação Ferroviária, localizado(a) no estado de Minas Gerais, cidade(s) de São João Del Rei, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-169a,POINT (-44.256528811980324 -21.132801902869975),2405,Complexo Ferroviário-Galpão do posto de iluminação,MG3162500BIED00021,Hermílio Alves,462-600,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Galpão do posto de iluminação , localizado(a) no estado de Minas Gerais, cidade(s) de São João Del Rei, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-04
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1343,POINT (-35.96923337296757 -8.28310614560639),1661,Estação Ferroviária de Caruaru,PE2604106BIED00001,Creto Campelo,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Caruaru, localizado(a) no estado de Pernambuco, cidade(s) de Caruaru, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-129e,POINT (-51.53712557520134 -23.562106311281628),2633,Estação Ferroviária de Pirapó,PR4101408BIED00002,(Confirmar Endereço),,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Pirapó, localizado(a) no estado de Paraná, cidade(s) de Apucarana, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-122f,POINT (-44.16747580227703 -21.11508284860199),1481,Terreno do Pátio da Estação de Tiradentes,MG3168804BIED00012,Gov. Israel Pinheiro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno do Pátio da Estação de Tiradentes, localizado(a) no estado de Minas Gerais, cidade(s) de Tiradentes, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1173,POINT (-44.25655026965305 -21.13284193203726),2400,Complexo Ferroviário-Galpão da Oficina Mecânica e Ferraria,MG3162500BIED00016,Hermílio Alves,462-600,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Galpão da Oficina Mecânica e Ferraria , localizado(a) no estado de Minas Gerais, cidade(s) de São João Del Rei, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-04
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-100f,POINT (-44.25408999999999 -21.132589999999997),2398,Complexo Ferroviário-Galpão do antigo almoxarifado,MG3162500BIED00014,Hermílio Alves,366,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Galpão do antigo almoxarifado , localizado(a) no estado de Minas Gerais, cidade(s) de São João Del Rei, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-04
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f34,POINT (-50.837251165204 -26.037798869922902),2539,Casa em alvenaria,PR4118709BIED00002,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa em alvenaria, localizado(a) no estado de Paraná, cidade(s) de Paulo Frontin, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-d7b,POINT (-48.275416840798975 -17.29801358034081),806,Edificação denominada Prédio do Chamador (Prédio/Casa do Chamador),GO5217401BIED00002,da Estação,S/N,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Edificação denominada Prédio do Chamador (Prédio/Casa do Chamador), localizado(a) no estado de Goiás, cidade(s) de Pires do Rio, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-c35,POINT (-37.04934748136055 -8.419914865355064),1560,Estação Ferroviária de Arcoverde,PE2601201BIED00002,Coronel Antônio Japiassu,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Arcoverde, localizado(a) no estado de Pernambuco, cidade(s) de Arcoverde, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-c00,POINT (-50.83716077655303 -26.037561885151774),2541,Casa em alvenaria,PR4118709BIED00004,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa em alvenaria, localizado(a) no estado de Paraná, cidade(s) de Paulo Frontin, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-b8d,POINT (-34.88722293191599 -8.07469686751732),2433,Área operacional do Pátio Ferroviário das Cinco Pontas,PE2611606BIED00042,Cinco Pontas,321,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Área operacional do Pátio Ferroviário das Cinco Pontas, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-10
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-a1e,POINT (-38.68135062565149 -3.8944711773487666),1314,Estação Ferroviária de Maranguape,CE2307700BIED00001,João Barbosa,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Maranguape, localizado(a) no estado de Ceará, cidade(s) de Maranguape, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-a0b,POINT (-35.96936211900117 -8.282869919150777),1687,Armazém Estação Ferroviária de Caruaru,PE2604106BIED00002,Frei Caneca,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,Tem planta retangular em nível térreo e é dividido internamente em quatro vãos de vergas retas. Possui sistema construtivo em alvenaria de tijolos e revestimento em reboco e tinta.O telhado em duas águas tem tesouras de madeira e é recoberto por telhas de fibrocimento com beirais sustentados por mãos-francesas nas fachadas longitudinais da edificação. As aberturas possuem vãos em arcos abatidos e esquadrias em madeira. O piso na parte interior é em pedra.,2015-06-24
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-a03,POINT (-43.37463050848487 -21.965896217192345),1480,Estação Ferroviária de Sobragi,MG3106101BIED00001,Sem Nome,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Sobragi, localizado(a) no estado de Minas Gerais, cidade(s) de Belmiro Braga, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
