FID,ponto,id_bem,identificacao_bem,co_iphan,no_logradouro,nu_logradouro,id_natureza,ds_natureza,codigo_iphan,id_classificacao,ds_classificacao,id_tipo_bem,ds_tipo_bem,sg_tipo_bem,sintese_bem,dt_cadastro
tg_bem_classificacao.fid-7766db4e_192a223c909_536a,POINT (-43.17225862 -22.909625960000007),386,Igreja de São José,RJ3304557BIED00026,Presidente Antônio Carlos,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"A igreja de estilo barroco tardio possui nave única e corredores laterais onde se localizam um púlpito e três tribunas. A capela-mor tem abóbada semelhante à da nave, possuindo duas tribunas por banda. Seu interior é decorado com talha de estilo rococó. Em seu frontispício pesado predominam os elementos horizontais de cantaria, compostos pela cimalha, pelo embasamento das duas sineiras e do acrotério central. Numa delas está instalado carrilhão, ali existente desde 1883.",2015-01-30
tg_bem_classificacao.fid-7766db4e_192a223c909_5375,POINT (-43.41799499999999 -20.378661999999995),600,Igreja de Nossa Senhora do Carmo,MG3140001BIED00009,Minas Gerais,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"As torres redondas, com sineiras e cimalha, se retraem por trás de uma fachada reta, apresentando na parte central do coroamento grande cornija encurvada em arco. O frontispício possui tímpano curvo com óculo sinuoso. Logo após a entrada, há um tapa vento, com porta almofadada em duas folhas, sustentada por duas colunas jônicas com pedestal, verga curva sob tarja esculpida. No teto, pintura com moldura policromada rococó, em concheados, guirlandas de flores, tendo ao centro N. Sra. do Carmo.",2015-02-23
tg_bem_classificacao.fid-7766db4e_192a223c909_537a,POINT (-43.5021194 -20.386150000000008),694,Passo de Antônio Dias,MG3146107BIED00019,Bernardo de Vasconcelos,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"É composta de um único compartimento de exíguas proporções, adequada à função de Passo. É uma construção típica do século XIX, apresentando porta arrematada por arco pleno e bandeira envidraçada, frontão de linhas retas, quebradas ao centro para incorporação da cruz e pináculos em forma de pirâmide. No seu interior, guarda uma imagem do """"Cristo diante do Pretório"""" que é a sua invocação.",2015-05-07
tg_bem_classificacao.fid-7766db4e_192a223c909_537d,POINT (-43.40019439999999 -19.965316700000006),1159,Casa no Largo do Rosário,MG3157203BIED00003,Industrial,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa no Largo do Rosário, localizado(a) no estado de Minas Gerais, cidade(s) de Santa Bárbara, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5386,POINT (-39.3395707 -12.706730600000032),21,Capela de São José de Jenipapo,BA2907301BIED00001,Jenipapo,S/N,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Planta em “T”, com sacristias colaterais à capela‐mor. Tem alpendre e sineira, e o acesso se faz externamente, igual ao púlpito da nave. A sineira tem vão em arco pleno e cimalha, e se acessa pela larga escada de pedra externa. A capela-mor tem forro apainelado e quadros pintados. O altar-mor, o arco cruzeiro e o teto da nave são adornados com pinturas e apliques de madeira. A nave central é coberta por um forro de perfil trapezoidal, decorado com pintura ilusionista típica do barroco.",2015-01-14
tg_bem_classificacao.fid-7766db4e_192a223c909_538a,POINT (-43.8109444 -19.892266699999986),1163,"""Antiga Rua Direita, rua Dom Pedro II, incluindo o conjunto arquitetônico e urbanístico do referido",MG3156700BICA00001,Dom Pedro II,,2,Bem Imóvel,BI,66,Conjunto arquitetônico,6,Conjunto Arquitetônico,CA,"""Antiga Rua Direita, rua Dom Pedro II, incluindo o conjunto arquitetônico e urbanístico do referido , também conhecido(a) como Rua D. Pedro II: Conjunto Arquitetônico e Urbanístico; Rua Direita: conjunto arquitetônico e urbanís, localizado(a) no estado de Minas Gerais, cidade(s) de Sabará, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_539e,POINT (-42.62404719999999 -22.710877799999988),1190,Igreja de Sant'Ana do Basílio,RJ3304300BIED00001,Padre Puglia,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de Sant'Ana do Basílio, também conhecido(a) como Igreja de Santana do Basílio, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio Bonito, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_539f,POINT (-43.8109444 -19.892266699999986),1191,"Casa à rua da Intendência, antiga sede da Real Intendência do Ouro e atual Museu do Ouro",MG3156700BIED00014,Dom Pedro II,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa à rua da Intendência, antiga sede da Real Intendência do Ouro e atual Museu do Ouro, também conhecido(a) como Real Intendência do Ouro; atual Museu do Ouro; Casa da Intendência; Museu do Ouro, localizado(a) no estado de Minas Gerais, cidade(s) de Sabará, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_53aa,POINT (-44.8963111 -19.67547219999999),1173,Casa do Padre Belchior na Rua Padre belchior n 85,MG3151404BIED00002,Leonor Cecílio,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa do Padre Belchior na Rua Padre belchior n 85, também conhecido(a) como Casa do Padre Belquior, localizado(a) no estado de Minas Gerais, cidade(s) de Pitangui, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_53c0,POINT (-43.8109444 -19.892266699999986),1189,Edifício do Teatro Municipal,MG3156700BIED00013,Dom Pedro II,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Edifício do Teatro Municipal, também conhecido(a) como Teatro Municipal, localizado(a) no estado de Minas Gerais, cidade(s) de Sabará, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_53c5,POINT (-43.59723995 -18.24518065000001),480,"Casa à Rua Francisco Sá, 50",MG3121605BIED00004,da Quitanda,50,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Conhecida como “Casa do Muxarabi"""", possui planta quase retangular que se desenvolve com maior largura do meio para os fundos do terreno, o que permitiu a criação de pátio contornado por varanda e pequenos cômodos. A estrutura em pau-a-pique foi parcialmente substituída por alvenaria de tijolos. Os beirais são arrematados em cachorros e cimalha, e os vãos em madeira com vergas alteadas. A fachada principal apresenta três sacadas em madeira torneada, sendo a da esquerda correspondente ao muxarabi",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a223c909_53e5,POINT (-43.18253678999999 -22.90617487999999),383,Igreja do Santíssimo Sacramento da Antiga Sé,RJ3304557BIED00023,Passos,50,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de nave única e capela-mor profunda. A fachada é de grande porte, apresentando trabalhos de cantaria e coroamento das sineiras em forma alongada piramidal, revestidas por mármore branco. As portadas são de cantaria e ao lado da entrada principal, estão estátuas de São João e São Lucas. O interior é revestido de talha confeccionada no início do século XIX, destacando-se o dossel do altar-mor. No batistério, abaixo do coro, se encontra a pia mais antiga do Rio de Janeiro.",2015-01-30
tg_bem_classificacao.fid-7766db4e_192a223c909_53ee,POINT (-43.2103333 -22.925994400000015),1198,Edifício do Seminário São José,RJ3304557BIED00071,Paulo de Frontin,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Edifício do Seminário São José, também conhecido(a) como Seminário São José: prédio; Casa do Bispo, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_540b,POINT (-43.42483737 -19.032518429999996),468,Obras de talha do Santuário do Bom Jesus de Matozinhos,MG3117504BMAR00001,do Santuário,,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Conjunto de talha composto de três retábulos em estilo rococó, e correspondentes aos altares da capela-mor e do arco-cruzeiro da primitiva igreja. O tombamento abrange também uma imagem do Senhor crucificado e duas credências. Os retábulos são constituídos pelo altar-mor e dois altares colaterais.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a223c909_5416,POINT (-44.26128 -21.13563),1123,"Rua Marechal Deodoro, nº 12 - Museu Regional de SJDR",MG3162500BIED00001,Marechal Deodoro,12,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Sobrado à Praça Severiano de Rezende, esquina com a Rua Marechal Deodoro, nº 12, também conhecido(a) como Sobrado à Praça Severiano de Rezende; Sobrado à Rua Marechal Deodoro, 12, localizado(a) no estado de Minas Gerais, cidade(s) de São João Del Rei, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_541e,POINT (-43.506377799999996 -20.384322200000003),659,Ponte de São José,MG3146107BIOE00004,São José,,2,Bem Imóvel,BI,25,Obras de engenharia,5,Obras de Engenharia,OE,"A ponte é feita em cantaria de pedra, formada por dois grossos paredões que apresentam a mesma espessura da ponte, interligados por um arco pleno. O muro parapeito, também em cantaria, é sustentado por beirais em pedra. Oito coruchéus estilizados são geometricamente distribuídos pela ponte, sendo que em um consta a data de 1715 e em outro, a de 1892. Possui cruz central e banco lateral.",2015-05-05
tg_bem_classificacao.fid-7766db4e_192a223c909_542c,POINT (-54.9556444 -28.409172200000004),1138,"Dez (10) Imagens Missioneiras, de Madeira, na Igreja Matriz de São Luiz Gonzaga",RS4318903BMCL00001,Venâncio Aires,2438,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,1,Coleção,CL,"Dez (10) Imagens Missioneiras, de Madeira, na Igreja Matriz de São Luiz Gonzaga, também conhecido(a) como Imagens Missioneiras, 13, localizado(a) no estado de Rio Grande do Sul, cidade(s) de São Luiz Gonzaga, é um Bem Móvel ou Integrado, do tipo Coleção, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5431,POINT (-49.06900937507183 -26.73213807791332),447,Salão Primavera,SC4202404BIED00007,Henrique Conrad,1260,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Salão Primavera, localizado(a) no estado de Santa Catarina, cidade(s) de Blumenau, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-02-19
tg_bem_classificacao.fid-7766db4e_192a223c909_5436,POINT (-43.5071361 -20.3875583),1156,Passo à Praça Tiradentes,MG3146107BIED00032,Barão do Rio Branco,12,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Passo à Praça Tiradentes, localizado(a) no estado de Minas Gerais, cidade(s) de Ouro Preto, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_543f,POINT (-44.30317112335655 -2.5471496287421185),2703,Imagem de São Bonifácio,MA2111300BMAR00003,(Confirmar Endereço),,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Imagem de São Bonifácio, localizado(a) no estado de Maranhão, cidade(s) de São Luís, é um Bem Móvel ou Integrado, do tipo Artefato, com estado de conservação Regular e de preservação Pouco Alterado.",2017-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5443,POINT (-43.0368472 -19.765591699999998),1032,Conjunto arquitetônico da Praça da Matriz e o prédio do Museu de Arte e História,MG3144706BICA00001,São José,,2,Bem Imóvel,BI,66,Conjunto arquitetônico,6,Conjunto Arquitetônico,CA,"Conjunto arquitetônico da Praça da Matriz e o prédio do Museu de Arte e História, também conhecido(a) como Praça da Matriz: conjunto arquitetônico e Museu de Arte e História: prédio; Museu Municipal de Arte , localizado(a) no estado de Minas Gerais, cidade(s) de Nova Era, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5444,POINT (-44.23583330000001 -20.9202083),1181,"Casa à Praça Cônego Cardoso, 84 a 90, Casa do Inconfidente Resende Costa",MG3154200BIED00001,Maria Cândida de Andrade,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa à Praça Cônego Cardoso, 84 a 90, Casa do Inconfidente Resende Costa, também conhecido(a) como Casa do Inconfidente Resende Costa, localizado(a) no estado de Minas Gerais, cidade(s) de Resende Costa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_544c,POINT (-48.50479394513529 -25.51904350741307),951,Igreja da Ordem Terceira de São Francisco das Chagas,PR4118204BIED00003,XV de Novembro,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja da Ordem Terceira de São Francisco das Chagas, localizado(a) no estado de Paraná, cidade(s) de Paranaguá, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_545a,POINT (-49.14517220408014 -26.725006323340725),986,Casa Wunderwald,SC4213203BIED00003,Dr. Wunderwald,2467,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Casa Wunderwald, localizado(a) no estado de Santa Catarina, cidade(s) de Pomerode, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Reúne diversas características que a singularizam a Casa Wunderwald: planta baixa com corredor central, estrutura enxaimel com travejamento horizontal duplo, esquadrias trabalhadas com sobreverga, fachada frontal assimétrica. Destacam-se ainda as empenas cegas, com oitão em madeira e a cozinha construída nos fundos - de madeira. A edificação traduz em todas as peças e nos seus pequenos detalhes o cuidado construtivo quase inato dos construtores que vieram ao Brasil e que edificaram com preciosismo, para os parcos recursos disponibilizados na época, o lar preparado para a vivência da família. Destaca-se pela porta frontal, dividida em duas partes e que não encontra similar em todas a região de Santa Catarina. Também a sobreverga, ondulada em formato que lembra a tradição nórdica, é rara no Brasil. Existem delicadas pinturas decorativas internas e a casa preserva pisos e forros originais.(Fonte: Processo nº 1548-T-07)",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5477,POINT (-43.5094417 -20.38466940000001),660,Ponte Seca,MG3146107BIOE00005,Cônego Simões,,2,Bem Imóvel,BI,25,Obras de engenharia,5,Obras de Engenharia,OE,"O parapeito é formado por duas cortinas de pedra, argamassadas com cal e areia. O vão é inteiramente irregular. No local mais alto, a distância entre o leito é de dez metros. Possui gatos de ferro chumbados ligando as lajes que
capeiam o parapeito. Ao pé dos parapeitos estende-se um passeio de lajes. A calçada da ponte é de pé-de-moleque. É desprovida de bueiros.",2015-05-05
tg_bem_classificacao.fid-7766db4e_192a223c909_5485,POINT (-38.093305 -6.812265999999999),4398,"Fazenda Acauã: casa, capela e sobrado",PB2500775BICA00001,Acauã,,2,Bem Imóvel,BI,69,Arquitetura religiosa,6,Conjunto Arquitetônico,CA,"Fazenda Acauã: casa, capela e sobrado , localizado(a) no estado de Paraíba, cidade(s) de Sousa, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado. A capela com torre sineira, é decorada interiormente com talhas e pinturas de delicado acabamento, e está localizada entre o sobrado e a casa térrea, sendo esta protegida contra o sol por alpendre nas fachadas. Tanto a capela quanto o sobrado, tem beirais em cimalha de boca de telha.",2018-10-22
tg_bem_classificacao.fid-7766db4e_192a223c909_5494,POINT (-43.504303 -20.383812000000002),644,Igreja de Nossa Senhora das Mercês e Perdões,MG3146107BIED00005,das Mercês,25151,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Reedificada no séc. XIX apresenta alvenaria de pedra e ausência de corredores laterais ao longo da nave. Possui pinturas simulando janelas com almofadas e bandeiras, nas paredes laterais. No que se refere aos trabalhos de talha, são quatro altares laterais sob a invocação de: Santa Catarina, Santo Antão, São Lourenço e N. Sra. da Saúde. Conserva em seu interior acervo de imaginária, no qual se destacam três peças atribuídas ao Aleijadinho: São Pedro Nolasco,
São Raimundo Nonato e um crucifixo.",2015-05-04
tg_bem_classificacao.fid-7766db4e_192a223c909_54b8,POINT (-49.46703646024105 -25.442937176938447),906,"Engenho do Mate, atual Museu do Mate com todo o seu acervo e o terreno",PR4104204BIED00001,BR 277,S/N,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Engenho do Mate, atual Museu do Mate com todo o seu acervo e o terreno, também conhecido(a) como Museu Parque do Mate, localizado(a) no estado de Paraná, cidade(s) de Campo Largo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_54bd,POINT (-47.845122200000006 -24.495636099999995),857,Bens Culturais da Imigração Japonesa - Igreja Episcopal Anglicana,SP3542602BIED00005,(Confirmar Endereço),,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Bens Culturais da Imigração Japonesa no Vale do Ribeira - Igreja Episcopal Anglicana, localizado(a) no estado de São Paulo, cidade(s) de Registro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_54c5,POINT (-43.171085999999995 -22.907646000000003),409,"Edifício da Santa Casa de Misericórdia, compreendendo as antigas enfermarias",RJ3304557BIED00049,Santa Luzia,206,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Fachada caracterizada por linhas classicizantes, cuja construção se divide em três alas paralelas, separadas por pátios e ligados entre si por um corpo transversal. Nas alas paralelas localizam-se as enfermarias. No hospital, além das extensas barras de azulejos holandeses, encontrados nos corredores de circulação e nas escadas, encontra-se galeria de retratos dos benfeitores, contendo grande número de telas setecentistas das mais antigas do acervo carioca. O seu interior abriga uma capela.",2015-01-30
tg_bem_classificacao.fid-7766db4e_192a223c909_54e4,POINT (-60.024975 -3.1379167000000097),710,"Porto de Manaus, AM: conjunto arquitetônico",AM1302603BICA00001,Marques de Santa Cruz,25,2,Bem Imóvel,BI,73,Arquitetura de transportes,6,Conjunto Arquitetônico,CA,"O conjunto tombado é constituído por: instalações portuárias situadas nas Ruas dos Barés, Marquês de Santa Cruz, Monteiro de Souza, Vivaldo Lima, Taqueirinha,Visconde Mauá, Praça Oswaldo Cruz e Ilha de São Vicente e ainda, as edificações situadas na Avenida Eduardo Ribeiro nº 02 - Alfândega e Guardamoria, na Rua Taqueirinha nº 25, escritório central e fachada anexa,na Rua Governador Vitório nº 121 - setor administrativo, na Rua Monteiro de Souza s/nº - setor de operações, etc.",2015-06-09
tg_bem_classificacao.fid-7766db4e_192a223c909_54f5,POINT (-34.995542 -7.560258999999994),508,Igreja de Nossa Senhora da Conceição,PE2606200BIED00004,Conceição,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de Nossa Senhora da Conceição, localizado(a) no estado de Pernambuco, cidade(s) de Goiana, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a223c909_550c,POINT (-47.845122200000006 -24.495636099999995),854,Bens Culturais da Imigração Japonesa - Residência Fukasawa,SP3542602BIED00003,(Confirmar Endereço),,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Bens Culturais da Imigração Japonesa no Vale do Ribeira - Residência Fukasawa, localizado(a) no estado de São Paulo, cidade(s) de Registro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5534,POINT (-48.5031833 -1.4560611000000059),805,"""Antigo Palácio do Governo, atual Palácio Lauro Sodré, sede do Governo do Estado""",PA1501402BIED00012,Tomázia Perdigão,,2,Bem Imóvel,BI,19,Arquitetura oficial,8,Edificação,ED,"""Antigo Palácio do Governo, atual Palácio Lauro Sodré, sede do Governo do Estado"", também conhecido(a) como Palácio Lauro Sodré, Palácio do Governo, localizado(a) no estado de Pará, cidade(s) de Belém, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a223c909_5558,POINT (-42.134332394687156 -7.01733473997737),1115,Ponte Grande do Mocha,PI2207009BIOE00001,Getúlio Vargas,,2,Bem Imóvel,BI,25,Obras de engenharia,5,Obras de Engenharia,OE,"Ponte sobre o rio Môcha, também conhecido(a) como Ponte Grande; Ponte Zacarias de Góis e Vasconcellos, localizado(a) no estado de Piauí, cidade(s) de Oeiras, é um Bem Imóvel, do tipo Obras de Engenharia, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5586,POINT (-34.9002199101863 -8.059084965079434),1729,Pavilhão Luís Nunes,PE2611606BIED00027,Jener de Souza,130,2,Bem Imóvel,BI,19,Arquitetura oficial,8,Edificação,ED,"Pavilhão Luís Nunes, também conhecido(a) como Pavilhão de verificação de óbitos da Escola de Medicina de Recife, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2016-01-15
tg_bem_classificacao.fid-7766db4e_192a223c909_5598,POINT (-46.637125000000005 -23.547330599999988),813,"Imagem de barro cozido, representando Nossa Senhora da Purificação",SP3550308BMAC00004,nove de julho,4985,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,3,Acervo,AC,"Imagem de barro cozido, representando Nossa Senhora da Purificação, com 0,48m de altura, datada de 1641, procedente do Estado da Bahia, atribuída a Frei Agostinho de Jesus (Séc. XVII). Fonte: ANS.",2021-11-30
tg_bem_classificacao.fid-7766db4e_192a223c909_55a4,POINT (-41.0916917 -3.564761099999976),3226,"Viçosa do Ceará, CE: conjunto histórico e arquitetônico",CE2314102BICU00001,Clóvis Bevilácqua,589,2,Bem Imóvel,BI,219,Sem classificação,7,Conjunto Urbano,CU,"Viçosa do Ceará, CE: conjunto histórico e arquitetônico, localizado(a) no estado de Ceará, cidade(s) de Viçosa do Ceará, é um Bem Imóvel, do tipo Conjunto Urbano, com estado de conservação Regular e de preservação Pouco Alterado.",2018-01-09
tg_bem_classificacao.fid-7766db4e_192a223c909_55ab,POINT (-38.5014278 -12.9838333),718,Porta de Solar do séc. XVII adaptada ao atual prédio da Secretaria de Educação e Saúde,BA2927408BMAR00006,Solar Boa Vista de Brotas,,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Porta de Solar do séc. XVII adaptada ao atual prédio da Secretaria de Educação e Saúde, localizado(a) no estado de Bahia, cidade(s) de Salvador, é um Bem Móvel ou Integrado, do tipo Artefato, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-09
tg_bem_classificacao.fid-7766db4e_192a223c909_55d1,POINT (-43.49447159889492 -20.38753755087829),1109,Chafariz do Alto da Cruz,MG3146107BMAR00005,Padre Faria,,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Chafariz do Alto da Cruz, localizado(a) no estado de Minas Gerais, cidade(s) de Ouro Preto, é um Bem Móvel ou Integrado, do tipo Artefato, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_55d8,POINT (-39.06953107446941 -4.977431087670669),725,Açude do Cedro,CE2311306BIOE00001,Rua Tabelião Enéas,649,2,Bem Imóvel,BI,33,Barragem/represa,5,Obras de Engenharia,OE,"Açude do Cedro, localizado(a) no estado de Ceará, cidade(s) de Quixadá, é um Bem Imóvel, do tipo Obras de Engenharia, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-09
tg_bem_classificacao.fid-7766db4e_192a223c909_55e7,POINT (-38.52786562718067 -12.996228207101604),267,Inscrições tumulares da Igreja da Vitória,BA2927408BMAR00004,da Vitória,S/N,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"São quatro inscrições lapidares. Uma das mais importantes, encontrava-se na base de uma das pilastras no extremo sul da fachada, feita em 1809 para comemorar a última reedificação da igreja. As demais são pedras de jazigo. Hoje, em posição vertical, foram dipostas lado a lado na sacristia, por ocasião das obras de reconstrução em 1809, quando as lápides, estando muito estragadas, foram restauradas, debastando-se a pedra e abrindo-se novas inscrições com caracteres da época.",2015-01-29
tg_bem_classificacao.fid-7766db4e_192a223c909_55f1,POINT (-43.382809 -22.922176000000004),1215,Casa da Fazenda da Taquara,RJ3304557BICA00009,Rodrigues Caldas,706,2,Bem Imóvel,BI,66,Conjunto arquitetônico,6,Conjunto Arquitetônico,CA,"Fazenda da Taquara: casa e Capela de Nossa Senhora dos Remédios (em Jacarepaguá), também conhecido(a) como Casa da Fazenda da Taquara, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5607,POINT (-38.51315 -12.974763900000005),716,"Saveiro de vela de içar, de nome Sombra da Lua",BA2927408BMAR00005,Municipal,,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Saveiro de vela de içar, de nome Sombra da Lua, localizado(a) no estado de Bahia, cidade(s) de Salvador, é um Bem Móvel ou Integrado, do tipo Artefato, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-09
tg_bem_classificacao.fid-7766db4e_192a223c909_560d,POINT (-38.96311670000001 -12.603627799999991),775,Lavabo de mármore português,BA2904902BMAR00001,Ana Neri,27,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Lavabo de mármore português, também conhecido(a) como Lavabo do Convento de Santo Antônio do Paraguassú, localizado(a) no estado de Bahia, cidade(s) de Cachoeira, é um Bem Móvel ou Integrado, do tipo Artefato, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a223c909_5613,POINT (-44.306322200000004 -2.527488900000005),828,"Canoa Costeira, de nome Dinamar",MA2111300BMAR00001,Pedro II,,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Canoa Costeira, de nome Dinamar, localizado(a) no estado de Maranhão, cidade(s) de São Luís, é um Bem Móvel ou Integrado, do tipo Artefato, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a223c909_561a,POINT (-38.325381875000005 -12.897835609999996),331,Igreja Matriz de Santo Amaro do Ipitanga,BA2919207BIED00001,da Matriz,S/N,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Tem estrutura de paredes em alvenaria mista de pedra e tijolo. A planta é de nave única, com galerias laterais altas e superpostas por tribunas. O frontispício destaca-se por possuir torres atarracadas, recobertas por telhados de quatro águas e frontão com volutas com óculo circular. A portada de arenito é ladeada por duas janelas com grades de ferro e cercaduras de arenito. No interior, barra de azulejos envolve toda a nave e capela-mor com motivos avulsos. Fonte: Arquivo Noronha Santos/IPHAN.",2015-01-29
